met2013,V1,year,raw_lnw,N,model_type
0,1.46998791947442,2022,2.94950442454221,390828,simplified
10420,1.50405908136383,2022,3.03185141949168,3334,simplified
10540,1.50641072575666,2022,2.99605876839214,575,simplified
10580,1.66070557943912,2022,3.22827423480919,4918,simplified
10740,1.54041617954584,2022,3.05792767531,3634,simplified
10900,1.55669004803258,2022,3.07356088965831,3741,simplified
11100,1.47016961025324,2022,2.91556414882469,1348,simplified
11260,1.68426327300621,2022,3.21547410538589,1473,simplified
11460,1.50226431977415,2022,3.0869189988565,1861,simplified
11500,1.35665140013314,2022,2.76651152279067,429,simplified
11700,1.42061010763785,2022,2.99550764248907,2372,simplified
12060,1.62228323461549,2022,3.14507072553102,29832,simplified
12100,1.61325759062276,2022,3.11608751009649,1300,simplified
12260,1.50430920496203,2022,2.97537658497632,2307,simplified
12420,1.66400039233878,2022,3.24092664838746,12265,simplified
12540,1.61929166248625,2022,2.9965007662997,3615,simplified
12580,1.70938371768553,2022,3.27638592167912,14090,simplified
12620,1.57997392421771,2022,3.08116574902503,675,simplified
12700,1.67806272249778,2022,3.31160059702807,1174,simplified
12940,1.53007386711633,2022,2.98744109962573,3164,simplified
13140,1.52516432761433,2022,2.9602467873484,1642,simplified
13220,1.4667567656629,2022,2.96723988857741,356,simplified
13380,1.60025554811944,2022,3.14430180583577,1207,simplified
13820,1.51307079594339,2022,3.03353922413028,4875,simplified
13900,1.55439248292133,2022,3.07809811478636,477,simplified
13980,1.45710321501584,2022,2.92565537992338,1178,simplified
14010,1.62805156564196,2022,3.15733135907024,1081,simplified
14020,1.42251258722405,2022,2.94218748276104,744,simplified
14260,1.54875845647521,2022,3.07146730993609,3925,simplified
14460,1.77033226442497,2022,3.38628778348477,28245,simplified
14740,1.71708457830917,2022,3.25606151821665,1459,simplified
14860,1.78498592022796,2022,3.39139163483809,4978,simplified
15180,1.31954373062055,2022,2.71203695618276,1811,simplified
15380,1.54628203097681,2022,3.10810678486375,5989,simplified
15500,1.51976627150034,2022,2.96174904817345,1038,simplified
15680,1.80041459902556,2022,3.36086312159821,483,simplified
15940,1.46934388126772,2022,2.98171391739062,1882,simplified
15980,1.55488168615829,2022,3.05089592700404,3442,simplified
16620,1.47022392711964,2022,3.0078202471298,746,simplified
16700,1.5729962861001,2022,3.10273858926919,4082,simplified
16740,1.57407697715975,2022,3.10551976278641,13761,simplified
16860,1.50809797398332,2022,3.03290853344428,2795,simplified
16940,1.46377240292146,2022,2.98763118385957,471,simplified
16980,1.65519316111091,2022,3.20119509696424,41232,simplified
17020,1.58665755934613,2022,3.06464927193406,1000,simplified
17140,1.58054720912537,2022,3.12071498681112,10066,simplified
17300,1.47227522400549,2022,2.90139902910047,1406,simplified
17420,1.40448682833964,2022,2.88711176225742,676,simplified
17460,1.54455540315165,2022,3.07708058037765,9791,simplified
17660,1.59955088108249,2022,3.12414726743337,639,simplified
17780,1.41861363140133,2022,2.84763443621009,1501,simplified
17820,1.56982708202478,2022,3.11401797022034,3896,simplified
17900,1.47731782780528,2022,2.97770262026829,4111,simplified
18140,1.59025074908321,2022,3.12704713420043,10580,simplified
18580,1.464782359402,2022,2.91177376917451,2118,simplified
18700,1.50695358168221,2022,3.01135680875485,686,simplified
18880,1.51496978812409,2022,3.02715035629147,1877,simplified
19100,1.61517822118402,2022,3.1221290367546,39152,simplified
19300,1.42659787431156,2022,2.97020548242144,739,simplified
19380,1.51844142830819,2022,3.04314644802672,3828,simplified
19460,1.46387012038962,2022,2.94136334405727,649,simplified
19660,1.51812612939224,2022,3.02151760980076,2956,simplified
19740,1.7008654633795,2022,3.2849027647655,16814,simplified
19780,1.58600059721816,2022,3.15230879301642,2270,simplified
19820,1.5698510731981,2022,3.10919235493863,16792,simplified
20020,1.38600909122624,2022,2.85135589792235,1510,simplified
20100,1.52812258679696,2022,2.95013691733068,734,simplified
20700,1.62823400061986,2022,3.14063147908207,631,simplified
20940,1.57815470744636,2022,2.95321393179453,562,simplified
21140,1.59967005296603,2022,3.00505022979825,896,simplified
21340,1.38494767911802,2022,2.79604624237613,3559,simplified
21500,1.44546351241271,2022,2.98242327865781,1191,simplified
21660,1.50167940791459,2022,2.99512054660072,1823,simplified
22180,1.45385574642994,2022,2.85526204108703,2126,simplified
22220,1.53869790055286,2022,3.04324380777073,2303,simplified
22380,1.47522128306981,2022,2.90889612106722,888,simplified
22660,1.53910891055286,2022,3.10474221846726,1953,simplified
23060,1.518695248957,2022,3.01824841358897,1885,simplified
23420,1.62363336137132,2022,3.03274622157558,3753,simplified
23540,1.42216889807192,2022,2.94088701027592,1356,simplified
23580,1.53301401060975,2022,2.98290082054459,1063,simplified
24020,1.56124713770081,2022,3.10355840312242,865,simplified
24140,1.44740033647836,2022,2.82141630297624,548,simplified
24300,1.46965146994972,2022,2.96003252243592,645,simplified
24340,1.56039667975844,2022,3.06871132889314,3893,simplified
24540,1.61761643537888,2022,3.12148687567907,1730,simplified
24660,1.48630482540201,2022,2.96028630513723,3561,simplified
24780,1.47238760103904,2022,2.93012967504502,752,simplified
24860,1.49092567867838,2022,3.00630916657848,5025,simplified
25060,1.39911666141901,2022,2.86824751191809,1614,simplified
25260,1.56458493603327,2022,2.90986433815733,543,simplified
25420,1.55354296097479,2022,3.08544906851272,2705,simplified
