met2013,V1,year,raw_lnw,N
0,1.46998791947442,2022,2.94950442454221,390828
10420,1.50405908136383,2022,3.03185141949168,3334
10540,1.50641072575666,2022,2.99605876839214,575
10580,1.66070557943912,2022,3.22827423480919,4918
10740,1.54041617954584,2022,3.05792767531,3634
10900,1.55669004803258,2022,3.07356088965831,3741
11100,1.47016961025324,2022,2.91556414882469,1348
11260,1.68426327300621,2022,3.21547410538589,1473
11460,1.50226431977415,2022,3.0869189988565,1861
11500,1.35665140013314,2022,2.76651152279067,429
11700,1.42061010763785,2022,2.99550764248907,2372
12060,1.62228323461549,2022,3.14507072553102,29832
12100,1.61325759062276,2022,3.11608751009649,1300
12260,1.50430920496203,2022,2.97537658497632,2307
12420,1.66400039233878,2022,3.24092664838746,12265
12540,1.61929166248625,2022,2.9965007662997,3615
12580,1.70938371768553,2022,3.27638592167912,14090
12620,1.57997392421771,2022,3.08116574902503,675
12700,1.67806272249778,2022,3.31160059702807,1174
12940,1.53007386711633,2022,2.98744109962573,3164
13140,1.52516432761433,2022,2.9602467873484,1642
13220,1.4667567656629,2022,2.96723988857741,356
13380,1.60025554811944,2022,3.14430180583577,1207
13820,1.51307079594339,2022,3.03353922413028,4875
13900,1.55439248292133,2022,3.07809811478636,477
13980,1.45710321501584,2022,2.92565537992338,1178
14010,1.62805156564196,2022,3.15733135907024,1081
14020,1.42251258722405,2022,2.94218748276104,744
14260,1.54875845647521,2022,3.07146730993609,3925
14460,1.77033226442497,2022,3.38628778348477,28245
14740,1.71708457830917,2022,3.25606151821665,1459
14860,1.78498592022796,2022,3.39139163483809,4978
15180,1.31954373062055,2022,2.71203695618276,1811
15380,1.54628203097681,2022,3.10810678486375,5989
15500,1.51976627150034,2022,2.96174904817345,1038
15680,1.80041459902556,2022,3.36086312159821,483
15940,1.46934388126772,2022,2.98171391739062,1882
15980,1.55488168615829,2022,3.05089592700404,3442
16620,1.47022392711964,2022,3.0078202471298,746
16700,1.5729962861001,2022,3.10273858926919,4082
16740,1.57407697715975,2022,3.10551976278641,13761
16860,1.50809797398332,2022,3.03290853344428,2795
16940,1.46377240292146,2022,2.98763118385957,471
16980,1.65519316111091,2022,3.20119509696424,41232
17020,1.58665755934613,2022,3.06464927193406,1000
17140,1.58054720912537,2022,3.12071498681112,10066
17300,1.47227522400549,2022,2.90139902910047,1406
17420,1.40448682833964,2022,2.88711176225742,676
17460,1.54455540315165,2022,3.07708058037765,9791
17660,1.59955088108249,2022,3.12414726743337,639
17780,1.41861363140133,2022,2.84763443621009,1501
17820,1.56982708202478,2022,3.11401797022034,3896
17900,1.47731782780528,2022,2.97770262026829,4111
18140,1.59025074908321,2022,3.12704713420043,10580
18580,1.464782359402,2022,2.91177376917451,2118
18700,1.50695358168221,2022,3.01135680875485,686
18880,1.51496978812409,2022,3.02715035629147,1877
19100,1.61517822118402,2022,3.1221290367546,39152
19300,1.42659787431156,2022,2.97020548242144,739
19380,1.51844142830819,2022,3.04314644802672,3828
19460,1.46387012038962,2022,2.94136334405727,649
19660,1.51812612939224,2022,3.02151760980076,2956
19740,1.7008654633795,2022,3.2849027647655,16814
19780,1.58600059721816,2022,3.15230879301642,2270
19820,1.5698510731981,2022,3.10919235493863,16792
20020,1.38600909122624,2022,2.85135589792235,1510
20100,1.52812258679696,2022,2.95013691733068,734
20700,1.62823400061986,2022,3.14063147908207,631
20940,1.57815470744636,2022,2.95321393179453,562
21140,1.59967005296603,2022,3.00505022979825,896
21340,1.38494767911802,2022,2.79604624237613,3559
21500,1.44546351241271,2022,2.98242327865781,1191
21660,1.50167940791459,2022,2.99512054660072,1823
22180,1.45385574642994,2022,2.85526204108703,2126
22220,1.53869790055286,2022,3.04324380777073,2303
22380,1.47522128306981,2022,2.90889612106722,888
22660,1.53910891055286,2022,3.10474221846726,1953
23060,1.518695248957,2022,3.01824841358897,1885
23420,1.62363336137132,2022,3.03274622157558,3753
23540,1.42216889807192,2022,2.94088701027592,1356
23580,1.53301401060975,2022,2.98290082054459,1063
24020,1.56124713770081,2022,3.10355840312242,865
24140,1.44740033647836,2022,2.82141630297624,548
24300,1.46965146994972,2022,2.96003252243592,645
24340,1.56039667975844,2022,3.06871132889314,3893
24540,1.61761643537888,2022,3.12148687567907,1730
24660,1.48630482540201,2022,2.96028630513723,3561
24780,1.47238760103904,2022,2.93012967504502,752
24860,1.49092567867838,2022,3.00630916657848,5025
25060,1.39911666141901,2022,2.86824751191809,1614
25260,1.56458493603327,2022,2.90986433815733,543
25420,1.55354296097479,2022,3.08544906851272,2705
25500,1.58730461178576,2022,2.99999014842356,863
25540,1.68704918363053,2022,3.23916533242687,6357
25620,1.3239997943644,2022,2.78910432485516,751
25860,1.43391612656843,2022,2.93085720754916,1833
26140,1.37909766285779,2022,2.88103965492785,548
26420,1.60012941127258,2022,3.08082114032263,28741
26620,1.56882508211115,2022,3.13433954367583,2055
26900,1.56231639907002,2022,3.09121613172148,9409
26980,1.41549208295162,2022,2.93233905432276,741
27060,1.63790349535968,2022,3.25067274858558,605
27100,1.57527958345585,2022,3.05358464018552,732
27140,1.47763071652446,2022,2.95182656488532,2479
27180,1.44233309118575,2022,2.84744115702646,665
27260,1.57778323334609,2022,3.09488375034741,7154
27500,1.56486112623715,2022,3.03840016902514,620
27740,1.36791081604443,2022,2.88025026755493,1129
27780,1.3686535939781,2022,2.88818604336146,968
27860,1.49046513531664,2022,2.95320150665011,611
27900,1.39363174338158,2022,2.86556683150364,986
28020,1.55948575285999,2022,3.05794381004453,1890
28140,1.54495778270928,2022,3.096471989021,10330
28940,1.49367792623557,2022,3.01246276546961,4688
29100,1.48459948841923,2022,2.92345702581389,547
29180,1.44642696604819,2022,2.91284358183533,1916
29200,1.56585493460329,2022,3.00533533219071,1058
29420,1.58291433053451,2022,3.03329979370787,792
29460,1.48471388024522,2022,2.91328278694533,3311
29540,1.62401481615005,2022,3.11367309998591,2356
29620,1.48233598979762,2022,2.97297655791892,2430
29700,1.3693796398069,2022,2.74533735429196,1081
29740,1.4660347659563,2022,2.85453793530242,756
29820,1.57587158558864,2022,3.02179067188282,10304
29940,1.50901057261042,2022,2.958398230114,525
30020,1.32205919705514,2022,2.74805246380066,665
30140,1.52477688714675,2022,2.99333053702563,569
30340,1.49591847444811,2022,3.01279177332622,429
30620,1.45831755540469,2022,2.90647711551334,579
30700,1.4773875435418,2022,2.97924570230757,1400
30780,1.51889332106838,2022,3.02122214727254,2882
31080,1.71319184501964,2022,3.22075361345497,64031
31140,1.52342330928515,2022,3.05848094165081,6773
31180,1.44859739103733,2022,2.89393159966842,1947
31340,1.48377150244471,2022,2.94427818615556,1322
31460,1.54394025144568,2022,2.9305775322569,598
31860,1.54641179180655,2022,3.01375127377479,711
31900,1.45095772717015,2022,2.9253603246633,463
32580,1.3581986980489,2022,2.71784635497166,3284
32780,1.5536942186963,2022,3.06067742310281,866
32820,1.55839744865482,2022,3.0236957377946,5129
32900,1.68621034464002,2022,3.02128566973559,1068
33100,1.56097140100797,2022,3.07805428814244,27814
33140,1.52364859912121,2022,2.98054813489054,518
33260,1.595007473925,2022,3.03918095741337,658
33340,1.60121149817902,2022,3.14031922208202,5083
33460,1.66861885515308,2022,3.24307069076938,13627
33660,1.46086554300065,2022,2.89993463495532,1652
33700,1.66886517193548,2022,3.05666608518114,2278
33740,1.38331178050208,2022,2.84692229413909,609
33780,1.54208593588434,2022,3.07036228354658,625
