met2013,V1,year,raw_lnw,N,model_type
35620,1.72497345611297,2023,3.37284898983976,95622,simplified
35660,1.42605816615858,2023,3.00444912044253,871,simplified
35840,1.54661608085281,2023,3.17199784382503,3943,simplified
35980,1.5901519853828,2023,3.19941439606302,1650,simplified
36100,1.46016069444343,2023,2.99010680858796,1356,simplified
36140,1.6404237331844,2023,3.30414872322716,638,simplified
36220,1.59413315054465,2023,3.03494956716496,564,simplified
36260,1.56060600826685,2023,3.14050781134415,3158,simplified
36420,1.49424486693747,2023,3.0721243151325,4459,simplified
36500,1.63492117322804,2023,3.26899056223235,1323,simplified
36540,1.54653620180536,2023,3.1594817455828,4761,simplified
36740,1.51779713084092,2023,3.1069778590184,11723,simplified
36780,1.48641152062627,2023,3.06849737708662,711,simplified
37100,1.70918583301764,2023,3.30352060932504,4350,simplified
37340,1.5088189126939,2023,3.12840900193793,2847,simplified
37460,1.4820377778329,2023,3.05998877209658,996,simplified
37860,1.53421873945017,2023,3.10365285036336,2510,simplified
37980,1.61692722223255,2023,3.24748610654579,26780,simplified
38060,1.61241906149858,2023,3.1880707779074,23437,simplified
38300,1.51864878566887,2023,3.17554748491889,11723,simplified
38340,1.59356549336414,2023,3.24745959697148,906,simplified
38860,1.57719527514068,2023,3.26727004861761,2247,simplified
38900,1.66020135612649,2023,3.31956028024173,12674,simplified
38940,1.49821828772494,2023,3.06514499710549,2069,simplified
39140,1.50031756826801,2023,3.10543062582798,1158,simplified
39300,1.63550151380198,2023,3.24690496707517,8346,simplified
39340,1.5657118629131,2023,3.10078615738433,4359,simplified
39380,1.51679266919697,2023,3.06516844469164,805,simplified
39460,1.5105890074349,2023,3.12394860719519,682,simplified
39540,1.61166222484452,2023,3.15976879984176,634,simplified
39580,1.61376501621687,2023,3.28836277755136,7090,simplified
39740,1.5082429117929,2023,3.03712603289835,2128,simplified
39820,1.66685584956766,2023,3.21236282727721,855,simplified
39900,1.61784283090002,2023,3.1943599793098,2761,simplified
40060,1.56453965964475,2023,3.17012880235296,6675,simplified
40140,1.65534923116266,2023,3.14184306156346,19941,simplified
40220,1.45434821187496,2023,3.05443422294475,1609,simplified
40380,1.52424181421696,2023,3.16110626196652,6748,simplified
40420,1.49593697381308,2023,3.01495307608969,1644,simplified
40580,1.49461073230868,2023,2.94515746642514,660,simplified
40900,1.6944449647143,2023,3.30428607709374,11422,simplified
40980,1.44802405308565,2023,2.93161972991414,930,simplified
41060,1.48323166662432,2023,3.01953135042012,1295,simplified
41100,1.47683508978135,2023,3.02913148112771,752,simplified
41140,1.42960708442204,2023,2.94763248840443,669,simplified
41180,1.55513756386127,2023,3.1797384448971,13304,simplified
41420,1.52650217308186,2023,3.04555786040451,2230,simplified
41500,1.67458014744886,2023,3.13941178847446,2487,simplified
41540,1.48533925852359,2023,3.03969562478645,2396,simplified
41620,1.59672138874106,2023,3.18324431126273,6841,simplified
41660,1.36232717406191,2023,2.87208920646977,603,simplified
41700,1.48586099126181,2023,3.03292220616167,10511,simplified
41740,1.70946118532261,2023,3.32687391802247,17611,simplified
41860,1.89107376066034,2023,3.59899567717327,24325,simplified
41940,1.96870368850325,2023,3.68761048213633,10713,simplified
42020,1.62634861779578,2023,3.19103999961017,1476,simplified
42100,1.69238585889311,2023,3.25108221529682,1564,simplified
42140,1.56096960784438,2023,3.19623637287022,859,simplified
42200,1.69179216490795,2023,3.18693093115951,2334,simplified
42220,1.79506671418728,2023,3.37918259065751,2490,simplified
42540,1.44904027698128,2023,3.02792831847782,2696,simplified
42660,1.82440808498614,2023,3.50644267345775,21546,simplified
42680,1.54322250168878,2023,3.13855732890588,612,simplified
43100,1.5287680704415,2023,3.12808693893901,588,simplified
43340,1.40096381083343,2023,2.92991808523015,1616,simplified
43900,1.41678499049944,2023,2.95103252027443,1790,simplified
44060,1.57452333640499,2023,3.1619669913626,3564,simplified
44100,1.52254584995416,2023,3.15366820068491,1100,simplified
44140,1.57526089769448,2023,3.121844276368,2867,simplified
44180,1.41496038033702,2023,2.9813666569915,1922,simplified
44220,1.483138081629,2023,2.98945921340277,723,simplified
44300,1.34121465384131,2023,2.91020027888224,976,simplified
44700,1.6880955093171,2023,3.16166278426025,3382,simplified
44940,1.38096876754274,2023,2.84101913337636,565,simplified
45060,1.535716737309,2023,3.14192148514863,5132,simplified
45300,1.53682143591221,2023,3.13656069441941,15776,simplified
45540,1.40333408926132,2023,3.02592524663569,304,simplified
45780,1.46795222656077,2023,3.030046451419,2937,simplified
45820,1.42951949544805,2023,2.99909017283806,1452,simplified
45940,1.68772140465259,2023,3.31088447518437,1882,simplified
46060,1.52800347088035,2023,3.08274760677614,5088,simplified
46140,1.46904657293543,2023,3.02300958210263,4979,simplified
46220,1.44782619784324,2023,2.94351948954989,969,simplified
46340,1.42092028386436,2023,2.96782096278915,1162,simplified
46520,1.59949635221402,2023,3.20949843358393,5548,simplified
46540,1.51523063184437,2023,3.11042319967933,1820,simplified
46700,1.74974941410989,2023,3.28308460993881,2102,simplified
47260,1.55083461665358,2023,3.10947316909119,8568,simplified
47300,1.5947845469592,2023,3.00960752758261,2071,simplified
47380,1.45011779450411,2023,2.93448726513725,1493,simplified
47580,1.47806261460834,2023,3.03561753721474,730,simplified
47900,1.76337920685741,2023,3.44611356270092,35480,simplified
48140,1.47936510785802,2023,3.05330924368536,848,simplified
48300,1.60902044179994,2023,3.12200768557359,603,simplified
48620,1.43780557653326,2023,3.0171265481165,2632,simplified
48660,1.48034958522888,2023,2.98929535716047,896,simplified
48900,1.49404544027038,2023,3.11325008158917,1514,simplified
49180,1.45019185664462,2023,3.02425413519378,2819,simplified
49340,1.66482635590504,2023,3.31170433701469,5736,simplified
49420,1.57941771891166,2023,3.00797976797297,1185,simplified
49620,1.54763329848166,2023,3.11513246336103,2182,simplified
49660,1.4139520300184,2023,2.97144422790131,2812,simplified
49700,1.63371803047623,2023,3.09989393626565,725,simplified
49740,1.56162412111124,2023,3.01974325946935,920,simplified
