year,met2013,fe_adj_lnw,raw_lnw,N,model_type,cpi,fe_adj_real,raw_real
2005,17860,0.633725617042366,2.52682155093682,703,simplified,195.3,0.00324488283175815,0.012938154382677
2005,18140,0.845221152058453,2.71010037005782,8590,simplified,195.3,0.00432780927833309,0.0138766019972239
2005,18580,0.684745679686112,2.45839578801867,1673,simplified,195.3,0.00350612227181829,0.012587792053347
2005,19100,0.870740591079928,2.68958868013789,28392,simplified,195.3,0.00445847716886804,0.0137715754231331
2005,19300,0.657564886444981,2.51025734547683,620,simplified,195.3,0.00336694770325131,0.0128533402226156
2005,19340,0.730494876746837,2.5751769535996,1857,simplified,195.3,0.00374037315282559,0.0131857498904229
2005,19380,0.794202503263549,2.63586189615466,3911,simplified,195.3,0.00406657707764234,0.0134964766828196
2005,19460,0.703466361845817,2.48396390694069,695,simplified,195.3,0.00360197829926174,0.0127187092009252
2005,19500,0.754804409413249,2.57691617940046,663,simplified,195.3,0.00386484592633512,0.0131946552964693
2005,19660,0.744355096749429,2.55074254344933,2831,simplified,195.3,0.00381134202124644,0.0130606377032736
2005,19740,0.904211276565134,2.79815529044975,12442,simplified,195.3,0.00462985804692849,0.0143274720453136
2005,19820,0.919998240153207,2.77710282506489,17670,simplified,195.3,0.00471069247390275,0.0142196765236297
2005,20100,0.810026806655622,2.56241355135211,671,simplified,195.3,0.00414760269664937,0.0131203970883365
2005,20500,0.851456762850227,2.76670423704527,2103,simplified,195.3,0.0043597376490027,0.0141664323453419
2005,20700,0.83696167885494,2.64549682103524,504,simplified,195.3,0.0042855180688937,0.0135458106555824
2005,20740,0.750095245645877,2.56991988330032,838,simplified,195.3,0.00384073346464863,0.0131588319677436
2005,20940,0.778833186976893,2.48421716572626,617,simplified,195.3,0.00398788114171476,0.0127200059689005
2005,21060,0.710461567087065,2.54211930140349,573,simplified,195.3,0.00363779604243249,0.0130164838781541
2005,21140,0.798192234034578,2.54785988753005,892,simplified,195.3,0.00408700580662866,0.0130458775603177
2005,21340,0.619983244386529,2.38558443130047,2769,simplified,195.3,0.00317451738037137,0.0122149740465974
2005,21500,0.681949504656287,2.52669036260454,1349,simplified,195.3,0.00349180493935631,0.0129374826554252
2005,21660,0.745630619746768,2.58161992713291,1656,simplified,195.3,0.00381787311698294,0.0132187400262822
2005,21780,0.797514173789577,2.6297920507279,1318,simplified,195.3,0.00408353391597326,0.0134653970851403
2005,22140,0.733324106764883,2.45378526604362,424,simplified,195.3,0.00375485973765941,0.0125641846699622
2005,22180,0.722094246000621,2.51386164337322,1268,simplified,195.3,0.00369735917051009,0.0128717954089771
2005,22220,0.714738215021269,2.51762466956618,1744,simplified,195.3,0.0036596938813173,0.0128910633362324
2005,22380,0.741573355173741,2.54194061500006,685,simplified,195.3,0.00379709859279949,0.0130155689452128
2005,22420,0.830439349308444,2.66369724391911,2142,simplified,195.3,0.0042521216042419,0.0136390027850441
2005,22520,0.670905224707498,2.48532699265225,596,simplified,195.3,0.00343525460679723,0.0127256886464529
2005,22660,0.770128756690796,2.66344679524611,1434,simplified,195.3,0.00394331160619967,0.0136377204057661
2005,23060,0.785220571310628,2.62632267484435,1842,simplified,195.3,0.00402058664265554,0.0134476327436987
2005,23420,0.864703790151657,2.58979658515956,3637,simplified,195.3,0.00442756676984975,0.0132606071948774
2005,23460,0.637792595086814,2.41708233843674,508,simplified,195.3,0.00326570709209838,0.0123762536530299
2005,23540,0.72816254934644,2.57123701278984,1271,simplified,195.3,0.0037284308722296,0.0131655761023545
2005,23580,0.856113508410331,2.61359944078838,890,simplified,195.3,0.00438358171229048,0.0133824856159159
2005,24020,0.734270742898159,2.58665065467479,914,simplified,195.3,0.00375970682487537,0.0132444989998709
2005,24140,0.651935130676029,2.39921774089389,939,simplified,195.3,0.00333812150883783,0.0122847810593645
2005,24300,0.709259692653953,2.51177251128997,650,simplified,195.3,0.00363164205147953,0.0128610983681002
2005,24340,0.822424892656006,2.66250229046212,3445,simplified,195.3,0.00421108495983618,0.0136328842317569
2005,24540,0.804427150394818,2.61956831532862,1225,simplified,195.3,0.00411893062158125,0.0134130482095679
2005,24660,0.772475393586008,2.57684386335376,3624,simplified,195.3,0.00395532715609835,0.0131942850146122
2005,24780,0.699202551302125,2.49111067949506,689,simplified,195.3,0.00358014619202317,0.0127553030184079
2005,24860,0.747550407022241,2.56411013260134,4446,simplified,195.3,0.00382770305694952,0.0131290841403038
2005,25060,0.734557079076492,2.52365634882017,1360,simplified,195.3,0.00376117295994108,0.0129219475105999
2005,25220,0.7315314902602,2.46102474868967,410,simplified,195.3,0.00374568095371326,0.0126012531934955
2005,25260,0.765449564777973,2.46010116142833,575,simplified,195.3,0.00391935261023028,0.012596524124057
2005,25420,0.812980105852143,2.6861940677163,2786,simplified,195.3,0.00416272455633458,0.0137541938951167
2005,25540,0.99289253265053,2.90658653230635,6126,simplified,195.3,0.00508393513901961,0.0148826755366429
2005,25620,0.596483917844542,2.35082975143609,547,simplified,195.3,0.00305419312772423,0.0120370186965494
2005,25860,0.701873280862914,2.49339603853533,1771,simplified,195.3,0.00359382120257508,0.0127670048056084
2005,25940,0.738929539433705,2.53613458188474,694,simplified,195.3,0.00378356138982952,0.0129858401530197
2005,26380,0.783290272415536,2.53989533778496,911,simplified,195.3,0.00401070287975185,0.0130050964556322
2005,26420,0.85029154507044,2.65951565935767,22665,simplified,195.3,0.00435377135212719,0.0136175917017802
2005,26620,0.811344752011594,2.68848264826786,1784,simplified,195.3,0.00415435100876392,0.0137659121775108
2005,26900,0.843056832279258,2.69686263086245,8576,simplified,195.3,0.00431672725181392,0.0138088204345236
2005,26980,0.712873083120958,2.61723564989355,477,simplified,195.3,0.00365014379478217,0.0134011041981237
2005,27100,0.860216655999882,2.71677395426288,707,simplified,195.3,0.00440459117255444,0.0139107729352938
2005,27140,0.751095738068184,2.57404140744969,2213,simplified,195.3,0.00384585631371318,0.0131799355220158
2005,27180,0.705010072592899,2.47487633354231,553,simplified,195.3,0.00360988260416231,0.0126721778471188
2005,27260,0.846440828136721,2.67558146401581,6248,simplified,195.3,0.00433405441954286,0.0136998538864097
2005,27340,0.691309294281171,2.43040426279812,698,simplified,195.3,0.00353973012944788,0.0124444662713677
2005,27500,0.838883831331852,2.67369896512713,632,simplified,195.3,0.00429536011946673,0.0136902148752029
2005,27780,0.656930632084798,2.52384535790344,890,simplified,195.3,0.0033637001130814,0.0129229152990448
2005,27900,0.627165718713352,2.40709081009264,837,simplified,195.3,0.00321129400262853,0.0123250937536746
2005,28020,0.784509303155046,2.60574597996331,1547,simplified,195.3,0.0040169447166157,0.0133422733229048
2005,28100,0.843153853161287,2.62995777182353,597,simplified,195.3,0.00431722403052374,0.0134662456314569
2005,28140,0.841134584065839,2.71358864065946,8478,simplified,195.3,0.0043068847110386,0.0138944630858139
2005,28420,0.869666168334373,2.6751528849255,946,simplified,195.3,0.00445297577232142,0.0136976594210215
2005,28660,0.741500103436666,2.52556804672638,1520,simplified,195.3,0.003796723519901,0.012931736030345
2005,28700,0.64982552793852,2.46024808255416,1700,simplified,195.3,0.00332731965150292,0.0125972764083674
2005,28940,0.719869954889247,2.55629780726804,4111,simplified,195.3,0.0036859700711175,0.0130890824744907
2005,29100,0.663260166593366,2.50304386112063,509,simplified,195.3,0.00339610940395989,0.012816404818846
2005,29180,0.715605814951741,2.46804826971743,1667,simplified,195.3,0.00366413627727466,0.0126372159227723
2005,29340,0.727801997395152,2.49646173763711,844,simplified,195.3,0.00372658472808578,0.0127827021896421
2005,29420,0.726776728981954,2.48402921522245,821,simplified,195.3,0.00372133501782875,0.0127190436007294
2005,29460,0.75376629354964,2.52842903197348,2800,simplified,195.3,0.00385953043292186,0.0129463852123578
2005,29540,0.819933425699561,2.63889029091262,2238,simplified,195.3,0.00419832783256304,0.0135119830563882
2005,29620,0.770255405090769,2.62097070234559,2460,simplified,195.3,0.00394396008751034,0.0134202288906584
2005,29700,0.580640426714847,2.28533090704188,802,simplified,195.3,0.00297306926121273,0.011701643149216
2005,29740,0.55463991980987,2.28969085195619,742,simplified,195.3,0.00283993814546784,0.0117239674959354
2005,29820,0.917797697128238,2.69461110420983,8782,simplified,195.3,0.00469942497249482,0.0137972918802347
2005,30140,0.820583487675771,2.63921792279993,616,simplified,195.3,0.00420165636290717,0.0135136606390165
2005,30340,0.728116820552709,2.52718001562562,402,simplified,195.3,0.00372819672582032,0.0129399898393529
2005,30700,0.721039637606767,2.56336874335426,1073,simplified,195.3,0.00369195922993736,0.0131252879844048
2005,30780,0.779269373264298,2.59400086708217,2900,simplified,195.3,0.00399011455844495,0.0132821344960685
2005,31080,0.950887142182386,2.75387019473823,54656,simplified,195.3,0.00486885377461539,0.0141007178430017
2005,31140,0.78775701241878,2.63011429292501,6442,simplified,195.3,0.0040335740523235,0.0134670470707886
2005,31180,0.655341322915991,2.41912516241457,1250,simplified,195.3,0.00335556232931895,0.0123867135812318
2005,31340,0.749315423108651,2.57075464638677,1050,simplified,195.3,0.00383674051770943,0.0131631062282989
2005,31460,0.851014249981945,2.56502383457721,518,simplified,195.3,0.0043574718381052,0.0131337625938413
2005,31700,0.891293720849023,2.79412601466,1685,simplified,195.3,0.00456371592856643,0.0143068408328725
2005,31900,0.744549917488696,2.53122829836839,630,simplified,195.3,0.00381233956727443,0.0129607183736221
2005,32580,0.59870898106851,2.26043477189516,1954,simplified,195.3,0.00306558618058633,0.0115741667787771
2005,32780,0.749020533674389,2.54452315057645,829,simplified,195.3,0.00383523058717045,0.0130287923736633
2005,32820,0.827791176014337,2.61415882661922,5830,simplified,195.3,0.00423856208916711,0.0133853498546811
2005,32900,0.863024166924872,2.53903584144977,1000,simplified,195.3,0.00441896654851445,0.0130006955527382
2005,33100,0.808069858845524,2.66144611856043,24524,simplified,195.3,0.00413758248256797,0.0136274762855117
2005,33140,0.726163659489133,2.5439130064801,635,simplified,195.3,0.00371819590112203,0.0130256682359452
2005,33260,0.701508915101958,2.4931186652803,582,simplified,195.3,0.00359195553047598,0.0127655845636472
2005,33340,0.887020320085068,2.76071195627006,5148,simplified,195.3,0.00454183471625739,0.0141357499040966
2005,33460,0.926617711459149,2.8287718111164,11992,simplified,195.3,0.00474458633619636,0.0144842386641905
2005,33660,0.70471217109398,2.49942172118611,1615,simplified,195.3,0.00360835725086523,0.0127978582754025
2005,33700,0.91996228055766,2.64863913004236,2110,simplified,195.3,0.00471050834898956,0.0135619003074366
2005,33740,0.71400873590648,2.48786346710486,723,simplified,195.3,0.00365595870919857,0.0127386762268554
2005,33780,0.92123807547318,2.74577915728179,759,simplified,195.3,0.00471704083703625,0.0140592890797839
2005,33860,0.757054099883384,2.53817286034199,1559,simplified,195.3,0.00387636507876797,0.0129962768066666
2005,34060,0.588773257048989,2.44938849972032,539,simplified,195.3,0.00301471201765995,0.0125416717855623
2005,34620,0.705139860485086,2.50887684764136,552,simplified,195.3,0.00361054716070193,0.0128462716213075
2005,34740,0.745814622127091,2.56814860274381,807,simplified,195.3,0.00381881526946795,0.0131497624308439
2005,34900,1.04450104101268,2.86836618113412,648,simplified,195.3,0.00534818761399222,0.0146869748137948
2005,34940,0.848380071813455,2.67695435646389,1328,simplified,195.3,0.00434398398265978,0.013706883545642
2005,34980,0.814001307077843,2.66092027645615,7603,simplified,195.3,0.0041679534412588,0.0136247838016188
2005,35300,0.949070954821775,2.84763332925207,4006,simplified,195.3,0.0048595543001627,0.0145808158179829
2005,35380,0.77544560034408,2.58711933499775,5259,simplified,195.3,0.00397053558803932,0.0132468987967115
2005,35620,1.00895102856085,2.89557235821807,81795,simplified,195.3,0.00516615990046518,0.0148262793559553
2005,35660,0.745713173853455,2.59838101730124,932,simplified,195.3,0.00381829582106224,0.0133045623005696
2005,35840,0.787232076521493,2.61963212297752,3325,simplified,195.3,0.00403088620850739,0.0134133749256401
2005,35980,0.986017617745363,2.86370082271767,1524,simplified,195.3,0.00504873332178885,0.0146630866498601
2005,36100,0.705981335300951,2.4792183964231,1266,simplified,195.3,0.00361485578751127,0.0126944106319667
2005,36140,0.907866926574934,2.7530072961463,635,simplified,195.3,0.00464857617293873,0.0140962995194383
2005,36220,0.686428326303522,2.40242378795915,570,simplified,195.3,0.00351473797390436,0.0123011970709634
2005,36260,0.758408965336225,2.55738280711438,2313,simplified,195.3,0.00388330243387724,0.0130946380292595
2005,36420,0.721193515133581,2.53007038867798,5357,simplified,195.3,0.00369274713330047,0.012954789496559
2005,36500,0.850740944698683,2.73237928271292,1018,simplified,195.3,0.00435607242549249,0.0139906773308393
2005,36540,0.788580973184247,2.63932242146476,4092,simplified,195.3,0.00403779300145544,0.0135141957064248
2005,36740,0.776988990498299,2.60579697699963,10540,simplified,195.3,0.00397843825139938,0.0133425344444425
2005,36980,0.695055039880764,2.48522691865608,567,simplified,195.3,0.00355890957440227,0.0127251762347982
2005,37100,0.965935264049767,2.78870031229182,3787,simplified,195.3,0.00494590508986056,0.0142790594587395
2005,37340,0.768298636724759,2.63810148470917,2613,simplified,195.3,0.00393394079224147,0.013507944110134
2005,37460,0.671588560020726,2.45459767492466,844,simplified,195.3,0.0034387535075306,0.0125683444696603
2005,37860,0.694773511542436,2.52076086353961,2194,simplified,195.3,0.00355746805705292,0.0129071216771101
2005,37900,0.794012203045671,2.64490092651849,2183,simplified,195.3,0.00406560267816524,0.0135427594803814
2005,37980,0.942112727749153,2.81107106412279,25690,simplified,195.3,0.00482392589733309,0.0143936050390312
2005,38060,0.878326728580851,2.69286442785331,18726,simplified,195.3,0.0044973206788574,0.0137883483249017
2005,38300,0.743396815621625,2.64150864396888,11124,simplified,195.3,0.00380643530784242,0.0135253898820731
2005,38340,0.844703434742393,2.76304944298014,693,simplified,195.3,0.0043251583960184,0.0141477186020489
2005,38860,0.760047546034913,2.65040038386361,2130,simplified,195.3,0.00389169250401901,0.013570918504166
2005,38900,0.854896467143767,2.73552357828433,9951,simplified,195.3,0.00437735006218007,0.0140067771545537
2005,38940,0.799943567709698,2.60414997279996,1691,simplified,195.3,0.00409597320895903,0.0133341012432154
2005,39140,0.757612927141114,2.59521086889778,753,simplified,195.3,0.00387922645745578,0.0132883301018832
2005,39300,0.926254580943881,2.77477251501727,8152,simplified,195.3,0.00474272698895996,0.0142077445725411
2005,39340,0.744038368888034,2.50759633103742,1982,simplified,195.3,0.00380972027080407,0.0128397149566688
2005,39380,0.70363278095679,2.49309823353036,706,simplified,195.3,0.00360283041964562,0.012765479946392
2005,39460,0.787819971735689,2.59696809124005,638,simplified,195.3,0.00403389642465791,0.0132973276561191
2005,39540,0.8593970584211,2.68394802226214,761,simplified,195.3,0.00440039456436815,0.0137426934063602
2005,39580,0.842973025317522,2.75218310343453,4778,simplified,195.3,0.00431629813270621,0.0140920793826653
2005,39740,0.801128866670018,2.62092347636743,1955,simplified,195.3,0.00410204232805949,0.0134199870781742
2005,39820,0.832681695975106,2.65041866770152,854,simplified,195.3,0.0042636031539944,0.0135710121234077
2005,39900,0.876836144623004,2.71772691380212,2093,simplified,195.3,0.00448968840052741,0.0139156524004205
2005,40060,0.888764318768421,2.73660036025911,5941,simplified,195.3,0.00455076456102622,0.014012290631127
2005,40140,0.941256743210441,2.67286812888785,15099,simplified,195.3,0.00481954297598792,0.013685960721392
2005,40380,0.805269425505944,2.69356102528336,5659,simplified,195.3,0.00412324334616459,0.0137919151320193
2005,40420,0.841604000335677,2.63544407415648,1719,simplified,195.3,0.00430928827616834,0.0134943372972682
2005,40580,0.764679162574347,2.50947026416583,689,simplified,195.3,0.00391540789848616,0.012849310108376
2005,40900,0.963912416613431,2.79937240173455,9663,simplified,195.3,0.00493554744809745,0.0143337040539403
2005,40980,0.770279206623558,2.5762726934074,981,simplified,195.3,0.003944081959158,0.0131913604373139
2005,41060,0.809560247380249,2.62153300954816,1120,simplified,195.3,0.00414521376026753,0.0134231080878042
2005,41180,0.841310483844145,2.70015671510862,12545,simplified,195.3,0.00430778537554606,0.0138256872253386
2005,41500,0.913943136293535,2.62549558846434,2121,simplified,195.3,0.0046796883578778,0.013443397790396
2005,41540,0.826075311685023,2.62675402543455,1855,simplified,195.3,0.00422977630151061,0.0134498414000745
2005,41620,0.783209262548922,2.59225489362346,4489,simplified,195.3,0.00401028808268777,0.0132731945398027
2005,41660,0.564770665112364,2.30892308715416,600,simplified,195.3,0.00289181088127171,0.0118224428425712
2005,41700,0.754387484036851,2.53699364542683,8728,simplified,195.3,0.00386271113178111,0.0129902388398711
2005,41740,0.946673807739328,2.80249040872154,13791,simplified,195.3,0.00484728012155314,0.0143496692714877
2005,41860,1.07770597322653,3.00562406121719,19556,simplified,195.3,0.00551820774821572,0.0153897801393609
2005,41940,1.13610387875309,3.07545591360028,8224,simplified,195.3,0.00581722416156216,0.0157473421075283
2005,42020,0.848925389145412,2.65903242134997,1143,simplified,195.3,0.00434677618610042,0.0136151173648232
2005,42100,1.00682102151342,2.90953309182345,1299,simplified,195.3,0.00515525356637696,0.0148977628869608
2005,42140,0.80958740526772,2.73170370830461,819,simplified,195.3,0.00414535281755105,0.0139872181684824
2005,42200,0.934605773466202,2.74837718457072,1871,simplified,195.3,0.00478548783136816,0.0140725918308793
2005,42220,0.98582414300931,2.84404435644683,2285,simplified,195.3,0.0050477426677384,0.0145624391011102
2005,42540,0.714618979007237,2.55019046269912,3446,simplified,195.3,0.0036590833538517,0.0130578108689151
2005,42660,0.947746846749773,2.85187373777081,15984,simplified,195.3,0.00485277443292255,0.0146025280991849
2005,43100,0.874067936856727,2.69181783831348,644,simplified,195.3,0.0044755142696197,0.0137829894434894
2005,43340,0.722041526263666,2.4941502470439,1788,simplified,195.3,0.00369708922818057,0.0127708666003272
2005,43900,0.81965786096273,2.61768919570128,1281,simplified,195.3,0.00419691685080763,0.0134034265012866
2005,44060,0.757167116255405,2.62689676139317,2136,simplified,195.3,0.00387694375962829,0.0134505722549573
2005,44100,0.785516670106918,2.65226924860226,1514,simplified,195.3,0.00402210276552441,0.0135804877040566
2005,44140,0.828065714084876,2.67786619086482,2919,simplified,195.3,0.00423996781405466,0.0137115524365838
2005,44180,0.648845747681474,2.46832542137096,1737,simplified,195.3,0.0033223028555119,0.0126386350300612
2005,44220,0.753374146893977,2.57274505540965,732,simplified,195.3,0.00385752251353803,0.013173297774755
2005,44300,0.654935534909118,2.4275822988556,830,simplified,195.3,0.00335348456174664,0.0124300168912217
2005,44700,0.948588763127017,2.69992986217666,2839,simplified,195.3,0.00485708532067085,0.013824525663987
2005,44940,0.677688850877229,2.4680081778633,491,simplified,195.3,0.00346998899578714,0.012637010639341
2005,45060,0.79439016246662,2.65400950509997,3664,simplified,195.3,0.00406753795425817,0.0135893983876087
2005,45220,0.744088802285867,2.57931697084944,1695,simplified,195.3,0.00380997850632804,0.0132069481354298
2005,45300,0.803483440133616,2.64500247902712,13952,simplified,195.3,0.00411409851578912,0.0135432794625045
2005,45460,0.679173307427048,2.49955219725129,803,simplified,195.3,0.00347758989978007,0.0127985263556134
2005,45780,0.802225384160018,2.6137497172202,3146,simplified,195.3,0.00410765685693814,0.0133832550804926
2005,45940,1.02737892849151,2.92527988338787,1708,simplified,195.3,0.0052605167869509,0.0149783916200096
2005,46060,0.786839829318205,2.60630466652918,4797,simplified,195.3,0.00402887777428676,0.0133451339812042
2005,46340,0.686101239277696,2.45322263045491,868,simplified,195.3,0.0035130631811454,0.0125613037913718
2005,46520,0.876699841932906,2.72117194673948,4424,simplified,195.3,0.00448899048608759,0.0139332920980004
2005,46540,0.738742071188405,2.59357257715001,1876,simplified,195.3,0.00378260149098006,0.0132799415112648
2005,46660,0.709213380308054,2.44679661028743,696,simplified,195.3,0.00363140491709193,0.0125284004623012
2005,46700,1.05354130911527,2.85209696180008,1922,simplified,195.3,0.00539447674918213,0.0146036710793655
2005,47220,0.932562084718284,2.70037660419201,734,simplified,195.3,0.00477502347526003,0.0138268131295034
2005,47260,0.843846186659992,2.66113917249662,8432,simplified,195.3,0.00432076900491547,0.0136259046210784
2005,47300,0.808929012775584,2.4865400612598,1955,simplified,195.3,0.00414198163223545,0.0127318999552473
2005,47380,0.686175266504867,2.43481790460156,1233,simplified,195.3,0.00351344222480731,0.0124670655637561
2005,47900,1.04843572367559,2.97567114579355,27387,simplified,195.3,0.00536833447862565,0.0152364113967924
2005,48140,0.790570091681795,2.6671075177758,879,simplified,195.3,0.00404797793999895,0.0136564645047404
2005,48620,0.756670419390056,2.58637806347837,2513,simplified,195.3,0.00387440050890966,0.0132431032436168
2005,48660,0.720488693988887,2.52895666863286,626,simplified,195.3,0.00368913821806906,0.0129490868849609
2005,48700,0.681093268885164,2.5174705053743,845,simplified,195.3,0.00348742073161886,0.0128902739650502
2005,49180,0.760013498544349,2.57774104109205,3034,simplified,195.3,0.00389151816970993,0.0131988788586382
2005,49340,0.911436546964796,2.79169558983466,4074,simplified,195.3,0.0046668537991029,0.0142943962613142
2005,49420,0.779510149475887,2.45637478596637,934,simplified,195.3,0.00399134741155088,0.0125774438605549
2005,49620,0.786464297970444,2.6048141194765,2102,simplified,195.3,0.00402695493072424,0.0133375018918408
2005,49660,0.715484624714069,2.53520718117774,2955,simplified,195.3,0.00366351574354362,0.0129810915574897
2005,49700,0.808843492312343,2.56442226803183,730,simplified,195.3,0.00414154373943852,0.013130682375995
2005,49740,0.711485391474383,2.41545506114996,652,simplified,195.3,0.0036430383588038,0.0123679214600612
2006,0,0.639399045587785,2.50103406605564,376371,simplified,201.6,0.00317162224993941,0.0124059229467046
2006,10420,0.700321270989886,2.63034965662246,3545,simplified,201.6,0.00347381582832285,0.0130473693284844
2006,10580,0.765954089305244,2.72364737052172,4452,simplified,201.6,0.00379937544298236,0.0135101556077466
2006,10740,0.711053938680635,2.60604534176224,3944,simplified,201.6,0.00352705326726506,0.0129268122111222
2006,10780,0.594956193845126,2.46396475065688,973,simplified,201.6,0.002951171596454,0.0122220473742901
2006,10900,0.787698089265569,2.69747947382357,3788,simplified,201.6,0.0039072325856427,0.013380354532855
2006,11020,0.591758908853213,2.47641695352307,667,simplified,201.6,0.002935312047883,0.0122838142535867
2006,11100,0.624311848812863,2.44520968599753,1212,simplified,201.6,0.00309678496434952,0.0121290162995909
2006,11260,0.87675674684482,2.78064875315901,1736,simplified,201.6,0.0043489917998255,0.0137929005613046
